Unnamed: 0.1,Index,titles,price,area,location,time
143,143,"
																Căn góc 3PN 132,9m2 Giá tốt nhất Mỹ Đình.
			",Liên hệ,Diện tích: 133m2,Nam Từ Liêm,3 ngày trước
144,144,"
																Bán gấp căn hộ 2PN nằm tại tòa C6 Vinhomes Dcapitale Trần Duy Hưng.
			","3,32 tỷ",Diện tích: 77m2,Cầu Giấy,3 ngày trước
145,145,"
																Iris Garden – Lựa chọn tối ưu cho gia đình bạn đơn giá chỉ 29,5tr/m2
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,3 ngày trước
146,146,"
																Bán/Cho thuê CHCC 1107 Ecolife 58 Tố Hữu, Nam Từ Liêm, 0919645995
			","1,65 tỷ",Diện tích: 50m2,Nam Từ Liêm,3 ngày trước
147,147,"
																CHÍNH CHỦ BÁN GẤP CHUNG CƯ 173 XUÂN THỦY, RIVERA PARK, MẶT TIỀN XUÂN THỦY
			","2,95 tỷ",Diện tích: 110m2,Cầu Giấy,3 ngày trước
148,148,"
																Iris Garden – Lựa chọn tối ưu cho gia đình bạn
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,3 ngày trước
149,149,"
																Iris Garden – Lựa chọn tối ưu cho gia đình bạn
			","4,1 tỷ",Diện tích: 133m2,Nam Từ Liêm,3 ngày trước
150,150,"
																Iris Garden – Giá shock tháng 09
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,3 ngày trước
151,151,"
																Bán CHCC M3-M4 Nguyễn Chí Thanh, 31tr/m2; 0929818118
			","3,72 tỷ",Diện tích: 120m2,Ba Đình,3 ngày trước
152,152,"
																IRIS GARDEN - GIÁ SHOCK THÁNG 09
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,3 ngày trước
153,153,"
																""IRIS GARDEN - GIÁ SHOCK THÁNG 09
			","4,095 tỷ",Diện tích: 133m2,Nam Từ Liêm,3 ngày trước
154,154,"
																Iris Garden giá shock tháng 9
			",30 triệu,Diện tích: 133m2,Nam Từ Liêm,3 ngày trước
155,155,"
																Mở bán 68 căn góc đẹp nhất nhất dự án IRISGARDEN 132.9m2, giá tốt nhất Mỹ Đình
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,4 ngày trước
156,156,"
																Cần bán căn góc tòa S2, 03 phòng ngủ 129m2. Nhận nhà ở ngay. Giá rẻ nhât thị trường
			","28,5 triệu",Diện tích: 129m2,Bắc Từ Liêm,4 ngày trước
157,157,"
																Chung cư IRIS GARDEN - Giá sốc tháng 9
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,4 ngày trước
158,158,"
																Bán căn hộ tập thể tầng 2 nhà C2 Thành Công, 57m2, 2 phòng ngủ
			","1,7 tỷ",Diện tích: 57m2,Ba Đình,4 ngày trước
159,159,"
																Tôi cần bán gấp căn số 12 toà CT1B Nghĩa Đô, diện tích 93,2m2 giá 3,275 tỷ (bao phí)
			","3,265 tỷ",Diện tích: 93m2,Bắc Từ Liêm,4 ngày trước
160,160,"
																THT NEW CITY - SỰ THAY THẾ HOÀN  HẢO CỦA NHS PHƯƠNG CANH
			","14,7 triệu",Diện tích: 70m2,Hoài Đức,4 ngày trước
161,161,"
																IRIS GARDEN - GIÁ SHOCK THÁNG 09- chỉ còn 80 căn duy nhất
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,4 ngày trước
162,162,"
																Chính chủ cần bán gấp căn số 14 toà CT2B Nghĩa Đô , diện tích 74,5m2 giá 2,65 tỷ
			","2,65 tỷ",Diện tích: 74m2,Bắc Từ Liêm,4 ngày trước
163,163,"
																Chung cư Iris Garden giá shock tháng 9 ưu đãi cực khủng.
			","4,1 tỷ",Diện tích: 133m2,Nam Từ Liêm,4 ngày trước
164,164,"
																Chung cư mini Xuân Đỉnh - Phạm Văn Đồng ( 32 -50m2 ) hơn 600 triệu/căn , Ô tô đỗ cửa
			",600 triệu,Diện tích: 32m2,Bắc Từ Liêm,4 ngày trước
165,165,"
																Iris Garden – Giải quyết mọi vấn đề cho cư dân
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,4 ngày trước
166,166,"
																Mở bán 80 căn VIP nhất dự án IRISGARDEN 133m2, giá tốt nhất Mỹ Đình
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,5 ngày trước
167,167,"
																Bán/Cho thuê CHCC 2402 tòa Trung Yên Plaza, Cầu Giấy, 32tr/m2; 0989357726
			",32 triệu,Diện tích: 178m2,Cầu Giấy,5 ngày trước
168,168,"
																iris-garden-80-ca cuối cùng, mua nhà tháng 9 nhận nhà như ý
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,5 ngày trước
169,169,"
																""Mua nhà tháng 9 – Nhận nhà như ý
			","4,095 ngàn",Diện tích: 133m2,Nam Từ Liêm,5 ngày trước
170,170,"
																Mua nhà tháng 9 nhận nhà như ý
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,5 ngày trước
171,171,"
																Mua nhà tháng 9 – Nhận nhà như ý
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,6 ngày trước
172,172,"
																Mua nhà ở ngay - chọn ngay IrisGarden  căn 3PN 132,9m2 giá tốt nhất Mỹ Đình
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,6 ngày trước
173,173,"
																Cuộc sống yên tĩnh – Chọn Iris Garden
			","4,363 tỷ",Diện tích: 133m2,Nam Từ Liêm,6 ngày trước
174,174,"
																Bạn đang tìm 1 căn hộ vừa ở gần trung tâm nhưng vấn đề ùn tắc giao thông
			","4,297 tỷ",Diện tích: 133m2,Nam Từ Liêm,6 ngày trước
175,175,"
																TRẢI NGHIỆM ĐẲNG CẤP SỐNG GIỮA LÒNG HÀ NỘI TẠI IRIS GARDEN
			","4,275 tỷ",Diện tích: 133m2,Nam Từ Liêm,6 ngày trước
176,176,"
																GIÁ KÍCH CẦU CHỈ TRONG THÁNG NGÂU - Trả trước 30% NHẬN NHÀ Ở NGAY
			","4,35 tỷ",Diện tích: 133m2,Nam Từ Liêm,6 ngày trước
177,177,"
																“Yêu nhà sang – Không gian thoáng đãng”
			","4,291 tỷ",Diện tích: 133m2,Nam Từ Liêm,6 ngày trước
178,178,"
																Cần bán căn hộ 132,9m2, căn góc view nội khu siêu đẹp dự án Iris Garden
			","4,095 tỷ",Diện tích: 133m2,Nam Từ Liêm,6 ngày trước
179,179,"
																Mở bán đợt cuối – 80 căn hộ cuối cùng dự án Iris Garden
			",31 triệu,Diện tích: 133m2,Nam Từ Liêm,6 ngày trước
180,180,"
																Cần bán căn hộ sang – xịn – mịn dự án Iris Garden. Mới 100%
			","4,199 tỷ",Diện tích: 133m2,Nam Từ Liêm,6 ngày trước
181,181,"
																TẠI SAO DÂN ĐẦU TƯ LẠI TÌM ĐẾN OFFICETEL HỒ TÂY?
			","2,6 tỷ",Diện tích: 66m2,Bắc Từ Liêm,6 ngày trước
182,182,"
																Cơ Hội Sở Hữu Căn Góc 3PN Cao Cấp Tại Mỹ Đình
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,6 ngày trước
183,183,"
																MUA NHÀ THÁNG 9 – NHẬN NHÀ NHƯ Ý NGAY TẠI MỸ ĐÌNH
			","4,354 tỷ",Diện tích: 133m2,Nam Từ Liêm,6 ngày trước
184,184,"
																Mua nhà tháng 9 – Nhận nhà như ý
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,6 ngày trước
185,185,"
																Mua nhà tháng 9 – Nhận nhà như ý  - Chung cư Iris Garden.
			","4,1 tỷ",Diện tích: 133m2,Nam Từ Liêm,6 ngày trước
186,186,"
																Mua nhà tháng 9 – Nhận nhà như ý
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,6 ngày trước
187,187,"
																Mua nhà tháng 9 – Nhận nhà như ý
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,6 ngày trước
188,188,"
																Mở bán đợt cuối – 80 căn hộ cuối cùng dự án Iris Garden
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,6 ngày trước
189,189,"
																NHÀ MỚI SỬA SANG ĐẸP ĐẼ THÔNG THOÁNG – MẶT TIỀN ĐẸP - KHU VỰC ĐỐNG ĐA
			","1,8 tỷ",Diện tích: 20m2,Đống Đa,6 ngày trước
190,190,"
																NHÀ TRUNG TÂM ĐỐNG ĐA, LÔ GÓC VỊ TRÍ ĐẸP THIẾT KẾ TIỆN NGHI – MẶT TIỀN
			","3,2 tỷ",Diện tích: 33m2,Đống Đa,6 ngày trước
191,191,"
																Bán căn hộ 95m2 dự án HDI 55 Lê Đại Hành giá 7,5 tỷ. LH 0989516655
			","7,5 tỷ",Diện tích: 95m2,Hai Bà Trưng,1 tuần trước
192,192,"
																Mở bán đợt cuối – 80 căn hộ cuối cùng dự án Iris Garden
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
193,193,"
																Mở bán đợt cuối – 80 căn hộ cuối cùng dự án Iris Garden
			",30 triệu,Diện tích: 133m2,Nam Từ Liêm,1 tuần trước
194,194,"
																Bán căn góc 3 phòng ngủ, dt 103m2 giá 6.7 tỷ bao phí tại toà T05 Vinhomes Times City
			","6,7 tỷ",Diện tích: 103m2,Hai Bà Trưng,1 tuần trước
195,195,"
																bán căn hộ tầng 1, 90mx 2.8 tỷ Phố Nguyễn Chí Thanh khu Khí Tượng Thủy Văn.
			","2,8 tỷ",Diện tích: 90m2,Đống Đa,1 tuần trước
196,196,"
																The Matrix One Mễ Trì căn hộ hạng a tặng gói vay miễn lãi suất 36 tháng
			",5 tỷ,Diện tích: 124m2,Nam Từ Liêm,1 tuần trước
197,197,"
																Cắt lỗ bán gấp căn 07 tòa R3 ban công đông nam siêu thoáng mát
			",Liên hệ,Diện tích: 121m2,Bắc Từ Liêm,1 tuần trước
198,198,"
																Hãy nhìn sâu vào thiên nhiên, bạn sẽ thấu hiểu mọi thứ rõ ràng hơn - Tây Hồ River View
			","1,8 tỷ",Diện tích: 60m2,Tây Hồ,1 tuần trước
199,199,"
																Trực tiếp CĐT Tây Hồ Riverview-Cực Sốc chỉ 1.8 Tỉ
			","1,8 tỷ",Diện tích: 59m2,Tây Hồ,1 tuần trước
200,200,"

								Chính chủ bán căn chung cư CT1A Nghĩa Đô - 106 Hoàng Quốc Việt
			",36 triệu,Diện tích: 68m2,Bắc Từ Liêm,3 tuần trước
201,201,"
																Iris Garden - Nhận nhà ngay chỉ từ 1,2 tỷ đồng
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,39 phút trước
202,202,"
																Biệt thự trên cao tại trung tâm Mỹ Đình - Căn hộ 4 phòng ngủ 169m2, thiết kế 3 mặt thoáng. Đóng 30%(1.3 tỷ) nhận nhà ở ngay, thanh toán trong 3 năm không lãi suất.
			","4,6 tỷ",Diện tích: 161m2,Bắc Từ Liêm,2 giờ trước
203,203,"
																Bán căn hộ 2 ngủ+1 dự án Chung cư THE ZEI Mỹ Đình
			","3,824 tỷ",Diện tích: 94m2,Nam Từ Liêm,3 giờ trước
204,204,"
																Iris Garden - Nhận nhà ngay chỉ từ 1,2 tỷ
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,3 giờ trước
205,205,"
																Bán căn hộ đủ nội thất chung cư B14 Kim Liên, 62 m2 bàn giao nhà ở ngay
			","2,19 tỷ",Diện tích: 62m2,Đống Đa,4 giờ trước
206,206,"
																Chính chủ cần bán căn hộ 2PN 67m2 ,tòa nhà B1-B2 Tây Nam Linh Đàm Twin Towers .LH:0823546051
			","2,05 tỷ",Diện tích: 67m2,Bắc Từ Liêm,5 giờ trước
207,207,"
																Căn hộ 3 phòng ngủ, đóng 30% nhận nhà ở ngay, thanh toán trong 3 năm. Trung tâm Mỹ Đình
			",28 triệu,Diện tích: 129m2,Bắc Từ Liêm,6 giờ trước
208,208,"
																Còn 5 ngày chính sách bán TT30% nhận nhà còn lại TT trong 3 năm Tại Goldmark City
			",29 triệu,Diện tích: 129m2,Bắc Từ Liêm,7 giờ trước
209,209,"
																Chính sách khủng tại Goldmark City 136 Hồ Tùng Mậu
			",Liên hệ,Diện tích: 129m2,Bắc Từ Liêm,7 giờ trước
210,210,"
																BÁN DUY NHẤT CĂN HỘ 4 NGỦ GIÁ 4,6 TY NHẬN NHÀ CHỈ CẦN 1,3 TỶ, CĂN 159M2 SIÊU PHẨM GOLDMARK CITY
			",Liên hệ,Diện tích: 129m2,Bắc Từ Liêm,7 giờ trước
211,211,"
																BÁN CĂN 3PN (143M2) DUY NHẤT 50% (1,68 TỶ) NHẬN NHÀ, VIEW THÀNH PHỐ VÀ NÚI BA VÌ
			",27 triệu,Diện tích: 143m2,Bắc Từ Liêm,7 giờ trước
212,212,"
																Chỉ 1.4 tỷ sở hữu ngay căn hộ 4PN tại trung tâm Mỹ Đình - Đóng 30% nhận nhà ở ngay
			",Liên hệ,Diện tích: 159m2,Bắc Từ Liêm,7 giờ trước
213,213,"
																Căn 4PN duy nhất 3 mặt thoáng giá chỉ 28tr/m2 CK lên đến 15% tại chung cư Goldmark City
			",Liên hệ,Diện tích: 160m2,Bắc Từ Liêm,7 giờ trước
214,214,"
																Căn hộ 4PN giá 4,6 tỷ nhận nhà chỉ với 30% GTCH chiết khấu lên đến 15% duy nhất tại Goldmark City
			",Liên hệ,Diện tích: 159m2,Bắc Từ Liêm,7 giờ trước
215,215,"
																Nhận nhà ở ngay chỉ với 30% (1,4 tỷ) 4PN siêu đẳng view bể bơi đắt giá cho gia đình đa thế hệ
			",Liên hệ,Diện tích: 160m2,Bắc Từ Liêm,7 giờ trước
216,216,"
																Có chắc là Goldmark City có căn hộ nào 3 phòng ngủ 2 cửa chính
			",Liên hệ,Diện tích: 113m2,Bắc Từ Liêm,7 giờ trước
217,217,"
																Chỉ 1.2 tỷ sở hữu ngay căn hộ 3 phòng ngủ tại Mỹ Đình - Nhận nhà ở ngay
			",Liên hệ,Diện tích: 115m2,Bắc Từ Liêm,7 giờ trước
218,218,"
																68 căn góc đẹp nhất dự án IRISGARSEN-Mỹ Đình, giá chỉ từ 29,5tr/m2, nhận nhà ở ngay
			",Liên hệ,Diện tích: 133m2,Nam Từ Liêm,8 giờ trước
219,219,"
																Bán căn hộ chung cư Phú Thịnh Green Park 82.5m2, chỉ 2 tỷ
			",24 triệu,Diện tích: 83m2,Hà Đông,8 giờ trước
220,220,"
																Iris Garden - Nhận nhà ngay chỉ từ 1,2 tỷ
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,8 giờ trước
221,221,"
																Goldmark City, đóng 30% nhận nhà, trả chậm trong 3 năm, chiết khấu 15% GTCH
			","3,6 tỷ",Diện tích: 128m2,Bắc Từ Liêm,8 giờ trước
222,222,"
																Bán căn 4PN, căn hộ đẳng cấp nhất Goldmark City 136 Hồ Tùng Mậu, chỉ đóng 30% nhận nhà ở luôn
			","4,6 tỷ",Diện tích: 159m2,Bắc Từ Liêm,8 giờ trước
223,223,"
																Iris Garden - Nhận nhà ngay chỉ từ 1,2 tỷ 
			","4,1 tỷ",Diện tích: 133m2,Nam Từ Liêm,8 giờ trước
224,224,"
																Cần bán căn 3PN - Trung tâm Mỹ Đình
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,22 giờ trước
225,225,"
																Cắt lỗ căn 2PN tòa CTM 64m2 trung tâm Cầu Giấy giá 1,8 tỷ
			","1,8 tỷ",Diện tích: 64m2,Cầu Giấy,1 ngày trước
226,226,"
																Em cần bán gấp căn 3PN Mỹ Đình cho khách Tây Tứ Mệnh- đơn giá 29.5tr/m2
			",Liên hệ,Diện tích: 133m2,Nam Từ Liêm,1 ngày trước
227,227,"
																Cần bán căn 3pn trung tâm Mỹ Đình 
			",30 triệu,Diện tích: 133m2,Nam Từ Liêm,1 ngày trước
228,228,"
																Cần bán căn 3PN - Trung tâm Mỹ Đình
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,1 ngày trước
229,229,"
																Căn Hộ chỉ Từ 3,9x tỷ chỉ có tại Iris Garden – Mỹ Đình
			",Liên hệ,Diện tích: 133m2,Nam Từ Liêm,1 ngày trước
230,230,"
																Cần bán căn 3PN - Trung tâm Mỹ Đình
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,1 ngày trước
231,231,"
																Cần bán căn 3PN - Trung tâm Mỹ Đình đơn giá chỉ 29.5tr/m2
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,1 ngày trước
232,232,"
																Cần bán căn 3PN - Trung tâm Mỹ Đình
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,1 ngày trước
233,233,"
																Bán căn hộ 2PN 79m2 tầng cao view thành phố dự án HDI 55 Lê Đại Hành. LH:0989516655
			","7,5 tỷ",Diện tích: 79m2,Hai Bà Trưng,1 ngày trước
234,234,"
																Cần bán căn 3PN Trung tâm Mỹ Đình chung cư Iris Garden giá 30tr/m2.
			","4,1 tỷ",Diện tích: 133m2,Nam Từ Liêm,1 ngày trước
235,235,"
																Chỉ từ 450tr sở hữu ngay căn hộ GELEXIMCO SOUTHERN STAR trung tâm quận  Hoàng Mai
			",30 triệu,Diện tích: 62m2,Hoàng Mai,1 ngày trước
236,236,"
																Dự Án GELEXIMCO SOUTHERN STAR Chỉ 600/TR sở hữu ngay căn hộ trung tâm quận Hoàng Mai
			",31 triệu,Diện tích: 92m2,Hoàng Mai,1 ngày trước
237,237,"
																Căn Hộ chỉ Từ 3,9x tỷ chỉ có tại Iris Garden – Mỹ Đình
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,1 ngày trước
238,238,"
																:fireworks::fireworks: Căn Hộ chỉ Từ 3,9x tỷ chỉ có tại Iris Garden – Mỹ Đình:fireworks::fireworks:
			","4,095 tỷ",Diện tích: 133m2,Nam Từ Liêm,1 ngày trước
239,239,"
																Căn Hộ chỉ Từ 3,9x tỷ chỉ có tại Iris Garden – Mỹ Đình
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,2 ngày trước
240,240,"
																Căn Hộ chỉ Từ 3,9x tỷ chỉ có tại iris garden mỹ đình
			",30 triệu,Diện tích: 133m2,Nam Từ Liêm,2 ngày trước
241,241,"
																Căn Hộ chỉ Từ 3,9x tỷ chỉ có tại Iris Garden – Mỹ Đình
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,2 ngày trước
242,242,"
																Chính chủ bán gấp CHCC tầng 31 tòa VP5 Linh Đàm, 1,28 tỷ, 0902986111
			","1,28 tỷ",Diện tích: 63m2,Hoàng Mai,2 ngày trước
243,243,"
																Bán căn hộ 3 ngủ góc 104m2 Tây Tứ Trạch dự án chung cư The Zei Mỹ Đình
			","4,449 tỷ",Diện tích: 104m2,Nam Từ Liêm,2 ngày trước
244,244,"
																Bán gấp căn hộ 3 ngủ 101m2, B1-1601 tại dự án ROMAN PLAZA - TỐ HỮU, Giá 3.3 tỷ. LH:0983292695
			","3,3 tỷ",Diện tích: 102m2,Nam Từ Liêm,2 ngày trước
245,245,"
																Căn Hộ chỉ Từ 3,9x tỷ chỉ có tại Iris Garden – Mỹ Đình:
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,2 ngày trước
246,246,"
																Căn Hộ chỉ Từ 3,9x tỷ chỉ có tại Iris Garden – Mỹ Đình
			",Liên hệ,Diện tích: 133m2,Nam Từ Liêm,2 ngày trước
247,247,"
																Căn Hộ chỉ Từ 3,9x tỷ chỉ có tại Iris Garden – Mỹ Đình
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,2 ngày trước
248,248,"
																Căn Hộ chỉ Từ 3,9x tỷ chỉ có tại Iris Garden – Mỹ Đình.
			","4,1 tỷ",Diện tích: 133m2,Nam Từ Liêm,2 ngày trước
249,249,"
																Bán căn hộ Ecolife Capital Tố Hữu 74.2m2; 2 PN; Nội thất cao cấp; Giá 2 tỷ 45
			","2,45 tỷ",Diện tích: 74m2,Nam Từ Liêm,2 ngày trước
250,250,"
																Chỉ từ 29,5tr/m2 sở hữu 1 căn hộ tại trung tâm Mỹ Đình
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,2 ngày trước
251,251,"
																Iris Garden – Lựa chọn tối ưu cho gia đình bạn
			","4,095 ngàn",Diện tích: 133m2,Nam Từ Liêm,2 ngày trước
252,252,"
																Chính Chủ Bán Gấp Căn Hộ Vinhomes Green Bay 86m2 - 3pn - Full Nội Thất - Có Sổ Đỏ
			","3,3 tỷ",Diện tích: 86m2,Nam Từ Liêm,2 ngày trước
253,253,"
																Iris Garden – Lựa chọn tối ưu cho gia đình bạn
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,2 ngày trước
254,254,"
																Chính Chủ Cần Bán Căn Hộ Chung Cư Gamuda Garden 3pn - 94m2 - Nhiều Ánh Sáng
			","2,2 tỷ",Diện tích: 94m2,Hoàng Mai,2 ngày trước
255,255,"
																Iris Garden lựa chọn tối ưu cho gia đình bạn
			",30 triệu,Diện tích: 133m2,Nam Từ Liêm,3 ngày trước
256,256,"
																Căn đẹp giá tốt, 3PN(112.9m2) :3.5 tỷ, trả giãn 3 năm không mất lãi
			","3,5 tỷ",Diện tích: 113m2,Bắc Từ Liêm,3 ngày trước
257,257,"
																Dự án Liberation Geleximco CHỈ VỚI 1.8 TỶ SỞ HỮU CHUNG CƯ NGAY CẠNH AEON MALL HOÀNG MAI  
			",30 triệu,Diện tích: 60m2,Hoàng Mai,3 ngày trước
