TITLE,Dia Chi,Loai Thong Tin,So Phong Ngu,So Toilet,Huong Nha,Ban Cong,Muc Gia,Dien Tich,Ngay Dang,Anh chup
" Bán căn 2 phòng ngủ, diện tích 72m2, 3.1 tỷ bao phí tại tòa Park 3 Vinhomes Times City Park Hill","Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,2 (phÃ²ng),2 (phÃ²ng),,Bắc,3.1 tỷ,72 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006171211-27b1_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006171211-7342_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006171211-8c20_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006171211-0b83_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006171610-1278_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006171610-925c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006171610-dbc6_wm.jpg']"
" Bán căn 2 phòng ngủ, diện tích 74.3m2 giá 3.45tỷ bao phí, hướng Bắc tại Park 9 Vinhomes Times City",,,,,,,3.45 tỷ,74.3 m²,01/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001224346-e1c3_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001224346-b6a6_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001224346-b844_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001224346-ea69_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001224346-4ec4_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001224346-cdfc_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001224347-e860_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001224347-8af5_wm.jpg']"
" Bán căn 2 phòng ngủ, diện tích 79m2, giá 3.75tỷ bao phí, hướng Bắc tại Park 10 Vinhomes Times City",,,,,,,3.75 tỷ,79 m²,01/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001231050-d053_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001230934-3ec5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001230935-e8ab_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001231146-854c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001231146-7274_wm.jpg']"
" Bán căn 2 phòng ngủ, diện tích 80m2, giá 3.35 tỷ bao phí tại toà Park2 Vinhomes Times City Park Hil",,,,,,,3.35 tỷ,80 m²,01/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001141829-54f8_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001141830-fc5a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001141831-946f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001141831-ed05_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001141831-40bc_wm.jpg']"
" Bán căn 2PN 90m2 giá 5,2 tỷ bao phí tại Sun ancora Lương Yên, tự thiết kế cực đẹp như ảnh tầng cao",,,,,,,5.2 tỷ,90 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/07/20201007104627-cc24_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/07/20201007104628-25c1_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/07/20201007104627-b3e8_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/07/20201007104627-2415_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/07/20201007104628-314d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/07/20201007104628-9ebc_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/07/20201007104628-9186_wm.jpg']"
" Bán căn 2PN căn 12 tòa T3 DT 85m2, ban công ĐN, Ancora Lương Yên. Giá 5 tỷ",,,,,,,5 tỷ,85 m²,05/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/06/09/20200609105119-dcd0_wm.jpg']
" Bán căn 2PN full nội thất tầng 22 chung cư Amber Minh Khai, bao phí sang tên, 2,69 tỷ","Amber Riverside, 622, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,2 (phÃ²ng),,,,2.69 tỷ,74 m²,08/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/06/13/20200613092510-afa4_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/13/20200613092510-fcbb_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/13/20200613092510-e9bf_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/13/20200613092510-3410_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/13/20200613092510-9f82_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/13/20200613092510-0fe9_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/13/20200613092510-f593_wm.jpg']"
" Bán căn 2PN Park 6 hướng Nam, chính chủ cần bán",,,,,,,3.3 tỷ,82 m²,07/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2019/12/18/20191218094435-436f_wm.jpg']
 Bán căn 2PN Park Hill giá chỉ 2.75 tỷ bao phí đủ đồ đẹp ảnh bên dưới. LH 0963 702 813,,,,,,,2.75 tỷ,64 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/08/12/20200812115251-0cd3_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/12/20200812115252-dbe4_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/12/20200812115252-55cd_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/12/20200812115252-c182_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/12/20200812115252-5b99_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/12/20200812115252-aef3_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/12/20200812115252-fec7_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/12/20200812115253-6063_wm.jpg']"
" Bán căn 2PN sáng Sun Grand Ancora Lương Yên, 4,350 tỷ, view sông Hồng",,,,,,,4.35 tỷ,78 m²,05/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/03/06/20200306173857-67b8_wm.jpg']
" Bán căn 2PN, 74m2 chung cư Amber 622 Minh Khai giá 2,57 tỷ, có nội thất bàn giao, bao phí",,,,,,,2.57 tỷ,74 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/04/20200904090157-a7c7_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/04/20200904090158-b4d1_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/04/20200904090158-1788_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/04/20200904090157-4134_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/04/20200904090158-0c42_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/04/20200904090158-8fdf_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/04/20200904090158-e470_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/04/20200904090158-9906_wm.jpg']"
" Bán căn 2PN, 78m2, Ancora Lương Yên, giá 4.35 tỷ view sông hồng",,,,,,,4.35 tỷ,78 m²,02/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/06/10/20200610150448-015e_wm.jpg']
" Bán căn 2PN, 82m2 tầng cao view Thanh Nhàn cực thoáng Hinode City 201 Minh Khai, 3,35 tỷ về ở",,,,,,,3.35 tỷ,82 m²,02/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002211312-8adc_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002211247-5472_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002211247-e2d7_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002211237-6af9_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002211247-6162_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002211247-6bf7_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002211247-ae20_wm.jpg']"
" Bán căn 2PN, DT 78m2, Ancora Lương Yên, view sông Hồng, giá 4.350 tỷ","Dự án Sun Grand City Ancora Residence, Đường Lương Yên, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,2 (phÃ²ng),,,,4.35 tỷ,78 m²,01/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/08/18/20200818154104-1dff_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/18/20200818154105-dafe_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/18/20200818154105-e6ba_wm.jpg']"
" Bán căn 2PN, DT 90m2, Ancora Lương Yên, giá 4.6 tỷ",,,,,,,4.6 tỷ,90 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2019/11/22/20191122152008-54d2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/11/22/20191122152008-c579_wm.jpg']"
 Bán căn 3 ngủ 106m2 view quảng trường Park Hill giá 4.52 tỷ bao phí. LH 0963 702 813,,,,,,,4.52 tỷ,106 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929144235-a187_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929144235-52b9_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929144236-41df_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929144236-04c1_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929144236-7871_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929144236-23bf_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929144237-8ab5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929144237-5d87_wm.jpg']"
" Bán căn 3 ngủ 106m2 view quảng trường Park Hill, giá 4.5 tỷ bao phí. LH 0963 702 813",,,,,,,4.5 tỷ,106 m²,03/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/08/17/20200817170522-64b5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/17/20200817170522-d3be_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/17/20200817170523-ddd1_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/17/20200817170524-d959_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/17/20200817170525-990f_wm.jpg']"
" Bán căn 3 ngủ 106m2 view quảng trường Park Hill, giá 4.52 tỷ bao phí. LH 0963 702 813",,,,,,,4.52 tỷ,106 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930161507-7bea_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930161507-4e72_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930161507-e927_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930161508-ca8e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930161508-9eca_wm.jpg']"
 Bán căn 3 phòng ngủ 106m2 view quảng trường Park Hill giá 4.52 tỷ bao phí. LH 0963 702 813,,,,,,,4.52 tỷ,106 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/20200928160827-7ede_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/20200928160826-58ed_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/20200928160827-e29c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/20200928160829-3e36_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/20200928160829-8c60_wm.jpg']"
 Bán căn 3 phòng ngủ 106m2 view quảng trường Park Hill giá 4.52 tỷ bao phí. LH 0963 702 813,,,,,,,4.52 tỷ,106 m²,01/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/23/20200923162701-a410_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/23/20200923162657-18ae_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/23/20200923162659-58c4_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/23/20200923162700-6997_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/23/20200923162701-6d9e_wm.jpg']"
" Bán căn 3 phòng ngủ 118m2 Park Hill ban công ĐN, giá 5.1 tỷ bao phí. LH 0963 702 813","Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,3 (phÃ²ng),2 (phÃ²ng),,Nam,5.1 tỷ,118 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/06/25/20200625142505-0b14_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/25/20200625142505-d018_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/25/20200625142505-5f6e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/25/20200625142506-e386_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/25/20200625142506-23d7_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/25/20200625142506-807a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/25/20200625142506-b9b5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/25/20200625142507-9e6f_wm.jpg']"
" Bán căn 3 phòng ngủ căn góc Đông Nam chung cư Hinode City Minh Khai, bao thuế phí tầng đẹp",,,,,,,5.35 tỷ,108 m²,02/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002085518-afd0_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002085449-e099_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/08/20200908090806-a08b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/08/20200908090806-62d5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/08/20200908090806-a55a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/08/20200908090806-0015_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002085612-803e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002085653-c9f6_wm.jpg']"
" Bán căn 3 phòng ngủ, diện tích 106m2 giá 4.52tỷ bao phí tại tòa Park2 Vinhomes Times City Park Hill","Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,3 (phÃ²ng),2 (phÃ²ng),,Nam,4.52 tỷ,106 m²,02/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002104949-a140_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002105032-e5de_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002104949-86f7_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002104950-866d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002104950-d476_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002104950-e671_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002104951-db86_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002104951-e232_wm.jpg']"
" Bán căn 3 phòng ngủ, diện tích 106m2, giá 4.160 tỷ bao phí tại tòa T11 Vinhomes Times City",,,,,,,4.16 tỷ,106 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005152951-5d67_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005152949-3bfd_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005152949-6aaa_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005152950-9f79_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005152950-c6d5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005152951-6a8f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005152951-8ce0_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005152952-8f6e_wm.jpg']"
" Bán căn 3 phòng ngủ, diện tích 113m2, giá 5.2tỷ bao phí tại tòa Park7 Vinhomes Times City Park Hill","Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,3 (phÃ²ng),2 (phÃ²ng),,Nam,5.2 tỷ,113 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006162947-69e5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006163123-c38f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006162947-5563_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006162947-0fbc_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006162948-92d5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006162949-8d91_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006162949-de80_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006162949-2d7b_wm.jpg']"
" Bán căn 3 phòng ngủ, diện tích 118m2, giá 5.885 tỷ bao phí tòa Park1 Vinhomes Times City Park Hill",,,,,,,5.885 tỷ,118 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005141912-38f7_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005141835-0f5f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005141836-66af_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005141836-7a0a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005141836-b22b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005141837-eeef_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005141838-5312_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005141838-573b_wm.jpg']"
" Bán căn 3 phòng ngủ, DT 116.6m2, hướng Nam giá 5.7 tỷ bao phí tại tòa Park 12",,,,,,,5.7 tỷ,116.6 m²,07/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/10/07/20201007160641-b134_wm.jpg']
" Bán căn 3 phòng ngủ, DT 116.6m2, hướng Nam giá 5.7 tỷ bao phí tại tòa Park 12 Vinhomes Times City","Dự án Park 12 Park Hill - Times City, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,3 (phÃ²ng),2 (phÃ²ng),,Nam,5.7 tỷ,116.6 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006212504-c62b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006212543-7ade_wm.jpg']"
" Bán căn 3 phòng ngủ, DT 116m2, 5.15 tỷ bao phí tại tòa Park 12 Vinhomes Times City Park Hill","Dự án Park 12 Park Hill - Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,3 (phÃ²ng),2 (phÃ²ng),,Nam,5.15 tỷ,116.6 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006205555-f304_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006210053-e7b5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006205555-103f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006205555-d390_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006205555-d244_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006205555-e0e6_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006205555-b91e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006205354-d673_wm.jpg']"
" Bán căn 3 phòng ngủ, DT 118m2 hướng Nam, giá 5.46 tỷ bao phí tại tòa Park5 Vinhomes Times City",,,,,,,5.46 tỷ,118 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005143807-400b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005143725-407f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005143807-3769_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005143807-b424_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005143807-ab2c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005143807-f17e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005143808-6046_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005143808-a7f6_wm.jpg']"
" Bán căn 3 PN, 103m2, Imperia Sky Garden, hướng Đông Nam",,,,,,,4.2 tỷ,103 m²,02/10/2020,[]
" Bán căn 3PN 107m2 tại Hinode City 201 Minh Khai nội thất nguyên bản CĐT giá chỉ 5,2 tỷ bao phí",,,,,,,5.2 tỷ,107 m²,04/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/04/20201004121312-347d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/04/20201004121302-3152_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/04/20201004121313-34ab_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/04/20201004121327-1a6e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/04/20201004121327-a123_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/04/20201004121327-6514_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/04/20201004121327-7457_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/04/20201004121312-f74f_wm.jpg']"
" Bán căn 3PN 110m2 tầng trung tại Sun Ancora Lương Yên đã có nội thất, giá chỉ 6,4 tỷ bao phí",,,,,,,6.4 tỷ,110 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006161025-3e07_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006161025-8d5d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006161024-e68d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006161025-e696_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006161025-0532_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006161025-c53b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006161027-82d7_wm.jpg']"
